App,CommitSHA,RelativeTestFilePath,Smell
azure-sdk-for-java,6bae5b924e2304ebbf00483a901538fd6feef223,azure/src/test/java/com/microsoft/azure/AzureTests.java,False
jabref,8745a5148ff1c23c79aabb9de742252e4cd81552,src/test/java/net/sf/jabref/importer/fileformat/MedlinePlainImporterTest.java,True
azure-sdk-for-java,52449ff7f94d12157c41a7512af08ea5461976f1,azure-mgmt-keyvault/src/main/test/java/com/microsoft/azure/management/keyvault/VaultTests.java,True
azure-sdk-for-java,bd2f5b21a108e845f26de218066f20fb5ed21efe,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/models/AssetInfoTest.java,False
jabref,e505999e5ad1415c5b240c89d0c2c40d6f697137,src/test/java/net/sf/jabref/importer/fileformat/RepecNepImporterTest.java,True
jabref,fbe70d7e0a0d750ab6efa8d7408884d2db4e4140,src/test/java/net/sf/jabref/logic/xmp/XMPUtilTest.java,True
azure-sdk-for-java,08cbb2dac36fa305bec53aae636da31b8f2f864a,azure-mgmt-compute/src/test/java/com/microsoft/azure/management/compute/VirtualMachineOperationsTests.java,True
azure-sdk-for-java,d0a921c5c6a78a33c264d62fbaffc0f82a079914,azure-mgmt-resources/src/test/java/com/microsoft/azure/management/resources/GroupPagedListTests.java,False
azure-sdk-for-java,985ea339cd2295875da585dc863418a0da5ed7e6,azure-mgmt-compute/src/test/java/com/microsoft/azure/management/compute/VirtualMachineManagedDiskOperationsTests.java,True
dropwizard,e1f9078e0d5f1785a486ddcc5b930fd9f426627a,dropwizard-logging/src/test/java/io/dropwizard/logging/SyslogAppenderFactoryTest.java,False
azure-sdk-for-java,eca2ca550220b5cc047306d78f27013f65cef21c,azure-mgmt-keyvault/src/test/java/com/microsoft/azure/management/keyvault/VaultTests.java,True
jabref,8049fe2ee4d4c60813eb6f8d52bd88f553b603a1,src/test/java/net/sf/jabref/cli/AuxCommandLineTest.java,False
azure-sdk-for-java,c3cc09793c06bc294c76edce5845193c855bc783,azure-mgmt-compute/src/test/java/com/microsoft/azure/management/compute/VirtualMachineOperationsTests.java,True
jabref,a86c395f52de429c519f88eabcde32ac6a1eca55,src/test/java/net/sf/jabref/logic/integrity/IntegrityCheckTest.java,True
dropwizard,3ddb4a92b53e515609ab39c3ba228387b7ccaf61,dropwizard-example/src/test/java/com/example/helloworld/resources/ProtectedClassResourceTest.java,False
azure-sdk-for-java,d09c8f0a29dfe9bef8f5023794c2852e2fc8e10d,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/JobIntegrationTest.java,True
azure-sdk-for-java,63cc5630cf176f6dd62a230edaf1d238129f84d2,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/JobIntegrationTest.java,True
azure-sdk-for-java,0679dd79c1c123bfdc4edddcc8312cb9c6c045a9,azure-mgmt-datalake-analytics/src/test/java/com/microsoft/azure/management/datalake/analytics/DataLakeAnalyticsAccountOperationsTests.java,True
dropwizard,ea9d90ce1fb93efbcfdb339964c8ed0f47b56456,dropwizard-core/src/test/java/com/codahale/dropwizard/tests/ServiceTest.java,False
azure-sdk-for-java,2499d0f540f43f46c279fffb8f656089bc5a2304,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/implementation/MediaBatchOperationsTest.java,False
azure-sdk-for-java,2ec1bdc5dc0990f70b23d8d13f7a38d8e397e7ef,azure-mgmt-datalake-store/src/test/java/com/microsoft/azure/management/datalake/store/DataLakeStoreFilesystemOperationsTests.java,True
azure-sdk-for-java,44556b64b78c6f47a4ad1de564fd0d003206bec3,azure-keyvault-cryptography/src/test/java/com/microsoft/azure/keyvault/cryptography/test/AesKwTest.java,True
azure-sdk-for-java,0679dd79c1c123bfdc4edddcc8312cb9c6c045a9,azure-keyvault/src/test/java/com/microsoft/azure/keyvault/test/SecretOperationsTest.java,True
dropwizard,5775b737afea3be0a19087316a73966094df0d29,dropwizard-core/src/test/java/io/dropwizard/ConfigurationTest.java,False
jabref,ef08c56b1d038c6dd5b6ec696ce039b1d81477c0,src/test/java/net/sf/jabref/importer/DatabaseFileLookupTest.java,False
azure-sdk-for-java,f9e7d6152e2829bfec106f73ea117456c2e2885f,management-sql/src/test/java/com/microsoft/windowsazure/management/sql/SqlServerIntegrationTest.java,True
jsoup,c2a9605b70fdae3c064b49bf2a0b633c935322cc,src/test/java/org/jsoup/nodes/EntitiesTest.java,False
azure-sdk-for-java,640f4c0d4c5a8fe48331c1e5eb2cb6f3f30e9cb7,azure-mgmt-resources/src/test/java/com/microsoft/azure/management/resources/fluentcore/dag/DAGErrorTests.java,True
azure-sdk-for-java,f791dfba36282cb8bb0e95af2d173c373080a1ad,azure/src/test/java/com/microsoft/azure/AzureTests.java,False
azure-sdk-for-java,68cdbb82867e4be38171d311424a516979b89fbd,azure-keyvault/src/test/java/com/microsoft/azure/keyvault/test/SecretOperationsTest.java,True
jabref,582fda8755b62961b7e8118b305913c3c55e2222,src/test/java/net/sf/jabref/logic/util/IdGeneratorTest.java,True
jabref,c08fd82a1c80cb5921e979eabaaeac01c81cb6c9,src/test/java/net/sf/jabref/exporter/layout/format/BibtexNameLayoutFormatterTest.java,False
azure-sdk-for-java,0f59a00098d3abad6275793eb944793e31688f9d,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/AccessPolicyIntegrationTest.java,True
azure-sdk-for-java,a50dcec935795865b355a702adebcfd81e684ea1,resource-management/azure-mgmt-utility/src/test/java/com/microsoft/azure/utility/compute/VMListTests.java,False
jabref,c8959514ce62b242229d52dc1d2f98836eabe65a,src/test/java/net/sf/jabref/logic/util/strings/StringLengthComparatorTest.java,False
jabref,1968c421b651563f137a923d9f78f82d7d040217,src/test/java/net/sf/jabref/logic/importer/fetcher/GvkFetcherTest.java,False
jabref,43bf18fcac5509d16c0ecacfea0898bdb9d7d44c,src/test/java/net/sf/jabref/util/IdGeneratorTest.java,True
jabref,0b3fc2f79c1e39a4bd726095957bd846dda11ce1,src/test/java/net/sf/jabref/exporter/layout/format/NoSpaceBetweenAbbreviationsTest.java,False
jabref,b81721d61bcb3bd9b67dd7cec182132c4631876a,src/test/java/net/sf/jabref/util/IdGeneratorTest.java,True
dropwizard,8bfc3f4b023efa891aa4ff4ce71815132f58db3e,dropwizard-servlets/src/test/java/com/codahale/dropwizard/servlets/tasks/GarbageCollectionTaskTest.java,False
jabref,83ca5baccbe369b9603982effcbfeab0d6456505,src/test/java/net/sf/jabref/logic/groups/KeywordGroupTest.java,False
azure-sdk-for-java,1c99639f59b07d33c2842b1fd08b594d8101d489,azure-mgmt-storage/src/test/java/com/microsoft/azure/management/storage/StorageAccountOperationsTests.java,True
guice,ba5acdf7cf1eef418cfdb463991ff76e7f3ded28,core/test/com/google/inject/BindingAnnotationTest.java,False
azure-sdk-for-java,d04014007ae21bf2d62f16fbed758dc33174583e,management-compute/src/test/java/com/microsoft/windowsazure/management/compute/VirtualMachineOperationsTests.java,True
jabref,3d7bb2498084f5fe7df74b358d80d863ee8434f8,src/test/java/net/sf/jabref/logic/search/rules/SentenceAnalyzerTest.java,False
jabref,10723667199bb0ac870377993fd1a3d996454628,src/test/java/net/sf/jabref/logic/integrity/IntegrityCheckTest.java,True
jabref,fb1f4e7f48930ee5e68f0b3c4ca9103d1b8d0a40,src/test/java/net/sf/jabref/logic/net/URLDownloadTest.java,True
azure-sdk-for-java,c864a9c7eb763c5e8a02a5deff73a8c8678c7625,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/LocatorIntegrationTests.java,True
azure-sdk-for-java,e16592364bab76fa6a2e2468da020d72d8b3d49d,azure-keyvault-cryptography/src/test/java/com/microsoft/azure/keyvault/cryptography/test/SymmetricKeyTest.java,True
azure-sdk-for-java,bd6f90256f8b0a1c60b8f4abba28126a1e140095,azure-mgmt-resources/src/test/java/com/microsoft/azure/management/resources/DeploymentsTests.java,True
azure-sdk-for-java,3e31b4b5262709e27c9f76fe35848f03ef8a37b3,azure-mgmt-dns/src/test/java/com/microsoft/azure/management/dns/DnsZoneRecordSetETagTests.java,True
jabref,4822871da84f08d31d84bb45fb8939059b725294,src/test/java/net/sf/jabref/groups/structure/ExplicitGroupTest.java,False
jabref,38aa3c08cc19f195e7910a18937c84d007021c5c,src/test/java/net/sf/jabref/importer/fileformat/OAI2ImportTest.java,False
azure-sdk-for-java,7e170a0c44b48b5c9b3a049e559e66e3602526be,azure-mgmt-storage/src/test/java/com/microsoft/azure/management/storage/UsageOperationsTests.java,False
guice,713c06cce9ccabd3acae303b047c874a3e7f0bd8,core/test/com/google/inject/MembersInjectorTest.java,False
jabref,a898c903bca5e5afc90105a423c46bb37bb652a4,src/test/java/net/sf/jabref/logic/cleanup/FieldFormatterCleanupTest.java,False
guice,e390a0f7070733c9aa7e16f40e56e5a229dfcd97,extensions/multibindings/test/com/google/inject/multibindings/MultibinderTest.java,True
jabref,70571e87b6c3397ed5e5939d72cbda47aab4593c,src/test/java/net/sf/jabref/logic/groups/GroupsUtilTest.java,False
azure-sdk-for-java,b8e38830e528d239df63625ff4fb392af3fb4560,azure-mgmt-resources/src/test/java/com/microsoft/azure/management/resources/ResourceUtilsTests.java,False
dropwizard,54db835f0fbee856a6e6d5e06b18cffcee81015f,dropwizard-jdbi/src/test/java/com/codahale/dropwizard/jdbi/JDBITest.java,False
dropwizard,7541b713e6d9fc7db5ed2b4511937d419e8569bf,dropwizard/src/test/java/com/yammer/dropwizard/jetty/tests/NonblockingServletHolderTest.java,False
azure-sdk-for-java,474b96be4786d8882799829b7d91be9e0b475d1a,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/models/JobInfoTest.java,False
jabref,2c969fd868c627ccbe7172221ef0e06fadedb0bb,src/test/java/net/sf/jabref/gui/keyboard/KeyBindingsDialogViewModelTest.java,False
jabref,ad6103f1a7ef1a9776fd3d845b903e3dfb5f89c8,src/test/java/net/sf/jabref/model/search/rules/ContainBasedSearchRuleTest.java,False
azure-sdk-for-java,57852905a27e9f0e97d0a5c93223e22b0532aa37,azure-keyvault-extensions/src/test/java/com/microsoft/azure/keyvault/extensions/test/KeyVaultKeyResolverBCProviderTest.java,True
jabref,83ca5baccbe369b9603982effcbfeab0d6456505,src/test/java/net/sf/jabref/logic/openoffice/OOBibStyleTest.java,True
azure-sdk-for-java,482cb540630b98dae870c257b0b10b256fd87dca,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/implementation/ResourceLocationManagerTest.java,False
dropwizard,844b71047f6d70a2b507af416d7f1ad18d60b0dc,dropwizard-client/src/test/java/io/dropwizard/client/ssl/DropwizardSSLConnectionSocketFactoryTest.java,False
guice,1a2c47caa558518644e42bd812516e65475dbd28,extensions/testlib/test/com/google/inject/testing/fieldbinder/BoundFieldModuleTest.java,False
jabref,961937e5f305da6390f0ffa3e1409176ece4b1fd,src/test/java/net/sf/jabref/util/UtilTest.java,False
jabref,60811a514a9d430c4cb060b319d65e3489e39cd3,src/test/java/net/sf/jabref/util/XMPUtilTest.java,True
azure-sdk-for-java,14c789805ffe68c1ced5dbe0f71448095216fcc1,azure-client-runtime/src/test/java/com/microsoft/azure/PagedListTests.java,True
azure-sdk-for-java,16cd488e62c2c9fedb5942e4591bc4c466cc7358,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/models/AssetFileInfoTest.java,False
azure-sdk-for-java,bd596d9e0699b5b2746d7aa0bf041c007180cf0d,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/table/client/TableOperationTests.java,True
jsoup,6569bb7a3671cb7241c6fcb6e0f1eef7a39f7a1d,src/test/java/org/jsoup/select/SelectorTest.java,False
jabref,582fda8755b62961b7e8118b305913c3c55e2222,src/test/java/net/sf/jabref/logic/journals/ShippedJournalAbbreviationDuplicateTest.java,True
jabref,82611f22e5b7bb81c6ab68fd0b0c8a58c4e27fa5,src/test/java/net/sf/jabref/logic/cleanup/RenamePdfCleanupTest.java,False
jabref,3c6298eec321df4130d3c94c725921cebe63fa4f,src/test/java/org/jabref/logic/help/HelpFileTest.java,True
guice,0391e964363bf98fdbe737723c4a7fdc05c3ffc3,extensions/persist/test/com/google/inject/persist/jpa/ManagedLocalTransactionsTest.java,False
dropwizard,9253a31093ee37b137297ac66a83a12587360fad,dropwizard-metrics/src/test/java/com/codahale/dropwizard/metrics/ConsoleReporterFactoryTest.java,False
azure-sdk-for-java,d85d0ffcc30753e1fed957dd97fa146e19ed1e10,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/serviceBus/ServiceBusIntegrationTest.java,True
jabref,a00c3a671afaaa0c50bb42fd55e5120dd5cc257e,src/test/java/net/sf/jabref/model/entry/AuthorListTest.java,True
jabref,b9cf1e1a73cffdef78e71ffce77708d383f6cd78,src/test/java/net/sf/jabref/shared/DBMSProcessorTest.java,True
jabref,592effceefb41d5f39570d93bdde5b3eea0f9b8d,src/test/java/net/sf/jabref/logic/importer/fileformat/RISImporterTest.java,False
azure-sdk-for-java,94ef4c9115219c59ab8278c40c37550b98aaeaad,azure-mgmt-compute/src/test/java/com/microsoft/azure/management/compute/VirtualMachineOperationsTests.java,True
jabref,70571e87b6c3397ed5e5939d72cbda47aab4593c,src/test/java/net/sf/jabref/logic/integrity/IntegrityCheckTest.java,True
azure-sdk-for-java,183c2b996ce47886ee518cadddbc9f32bfc6999d,management-sql/src/test/java/com/microsoft/windowsazure/management/sql/DatabaseOperationsIntegrationTest.java,True
jabref,a9eb978aef76717e1983eb0a2335e7d0d5af42c4,src/test/java/net/sf/jabref/logic/importer/fileformat/RepecNepImporterTest.java,True
azure-sdk-for-java,f84a83abac031b448ab0f31d18ae52d391c70f9f,management-compute/src/test/java/com/microsoft/windowsazure/management/compute/VirtualMachineOperationsTests.java,True
jabref,1bf54ca6cfc1b01b9161cedc8d081600c0db29a3,src/test/java/net/sf/jabref/importer/fileformat/RepecNepImporterTest.java,True
jabref,5bf830bcc1980a94e822aa2669771a8f0b6b6214,src/test/java/net/sf/jabref/SearchTextListenerTest.java,False
azure-sdk-for-java,6ef0e49f8fabf96547666c723e7450825b4448aa,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/models/MediaProcessorInfoTest.java,False
jabref,4425551f3372e5c5e46ae841af75289184f2b94a,src/test/java/net/sf/jabref/importer/fileformat/IsiImporterTest.java,True
azure-sdk-for-java,59c9897378dd638c13efc34fdf3430ecd0ced9ef,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/AccessPolicyIntegrationTest.java,True
guice,a171692f42d021444082eac6a418dc7f6da1a58f,extensions/visitable/test/com/google/inject/visitable/intercepting/InterceptingInjectorBuilderTest.java,False
jsoup,aff239790b5344ac99196a931d0d2efc8916156b,src/test/java/org/jsoup/nodes/DocumentTest.java,False
guice,34e7c5d7151043ddc65dc37c3912e714baae4fcb,core/test/com/google/inject/TypeLiteralTypeResolutionTest.java,False
azure-sdk-for-java,182b551b36fbdca716b7fa077920b774cc4ce0d2,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/JobIntegrationTest.java,True
dropwizard,2bfd471c09c0075ab55d9e6a422fd05eb129eb14,dropwizard-core/src/test/java/com/yammer/dropwizard/cli/tests/ConfiguredCommandTest.java,False
azure-sdk-for-java,061c170dbac84ce917fd5e6e079b95847a658b07,azure-mgmt-resources/src/test/java/com/microsoft/azure/management/resources/DeploymentsTests.java,True
dropwizard,40c56a3cdd612a08cd5d05337e8c26151ad4473f,dropwizard-configuration/src/test/java/io/dropwizard/configuration/ConfigurationFactoryTest.java,True
jabref,7d885408f4182d8627debd0888b68a516f3d1468,src/test/java/net/sf/jabref/model/entry/BibtexEntryTests.java,False
jabref,b3d22bff9a5344e92fce11e27e76e1be8d175010,src/test/java/net/sf/jabref/importer/fileformat/RepecNepImporterTest.java,True
jabref,9c7b4ca88cd76c7d191c245b217458247b577110,src/test/java/net/sf/jabref/gui/entryeditor/EntryEditorTest.java,False
jabref,781c824b386f1e2a317cbc4cbe91e175e96d8b80,src/test/java/org/jabref/model/entry/MonthUtilTest.java,False
azure-sdk-for-java,6b22ee4165b900e5bf53af1b7debe5d815465e6f,azure-mgmt-graph-rbac/src/test/java/com/microsoft/azure/management/graphrbac/UsersTests.java,False
dropwizard,1b4c8efc4eada53a2c07c4d77b15a86df74cd184,dropwizard-hibernate/src/test/java/io/dropwizard/hibernate/UnitOfWorkAwareProxyFactoryTest.java,False
guice,3697a672aa70dc38d89270b6ac434cff16c053d8,test/com/googlecode/guice/BytecodeGenTest.java,True
guice,477f9f9ce3e1077866b579e99cd33ab824f1ee69,test/com/google/inject/LoggerInjectionTest.java,False
azure-sdk-for-java,79dab9cb69a731c214535653dc1ed56a9c1f8ee9,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/blob/BlobServiceIntegrationTest.java,True
jabref,7cc235890b5d95d6e9ac7de9482e2d4d251f3c27,src/test/java/net/sf/jabref/bst/BibtexCaseChangersTest.java,False
azure-sdk-for-java,07b8795bba234a124c4bca400a1ff25217db3e8b,azure-mgmt-compute/src/test/java/com/microsoft/azure/management/compute/VirtualMachineOperationsTests.java,True
jabref,7461f63401978ff30edf401b9c9ef9b60e6e8f7e,src/test/java/net/sf/jabref/exporter/layout/HTMLCharsTest.java,False
azure-sdk-for-java,e979ad8952108bcc2d528892829cf4f9d24c48e4,azure-mgmt-compute/src/test/java/com/microsoft/azure/management/compute/VirtualMachineOperationsTests.java,True
jabref,795a2f7bf8c5f8cd521ceea29fe09f128f2eae24,src/test/java/net/sf/jabref/logic/fetcher/GoogleScholarTest.java,False
jabref,d99a37bc07684cba9b7fc6914915b0e0caddaeb5,src/test/java/net/sf/jabref/model/entry/IEEETranEntryTypesTest.java,False
azure-sdk-for-java,b81cd91f74c909608393df41b7b5f4417f128bdc,azure/src/test/java/com/microsoft/azure/management/AzureTests.java,True
jabref,29fe730f64eeb62ff9de10fcb460a63297e24be6,src/test/java/org/jabref/model/entry/ArXivIdentifierTest.java,False
azure-sdk-for-java,1cf56824792147a734b5a828079375ae9fbf3e85,azure-mgmt-datalake-store/src/test/java/com/microsoft/azure/management/datalake/store/DataLakeStoreFilesystemOperationsTests.java,True
azure-sdk-for-java,cc8d2d98719ab4570da802092ee5c72dce401d62,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/EntityProxyTest.java,True
guice,325061dbcffc5c87aee120fcc5071e3ca25ef2f1,core/test/com/googlecode/guice/BytecodeGenTest.java,True
jabref,c7ffe3893e4e5ea7f0937386922171ce3898c426,src/test/java/net/sf/jabref/logic/xmp/XMPUtilTest.java,True
jabref,6886c5e67277edff163f671955869fd996d634b9,src/test/java/net/sf/jabref/logic/util/YearUtilTest.java,True
azure-sdk-for-java,a4d209e7a8de4e231f07c1377bd17c4696101381,azure-mgmt-datalake-store-uploader/src/test/java/com/microsoft/azure/management/datalake/store/uploader/PerformanceUploadTests.java,True
azure-sdk-for-java,84c6bd5d8495d52302de49da9158c4dc684c6170,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/blob/client/CloudBlobContainerTests.java,True
azure-sdk-for-java,e171474dc352087bae8587563d1f701a51297caf,service-management/azure-svc-mgmt-media/src/test/java/com/microsoft/windowsazure/management/mediaservices/MediaServiceAccountOperationsTests.java,False
azure-sdk-for-java,25ae56832b3e295a961cf02ca140592ac5882f61,azure/src/test/java/com/microsoft/azure/AzureTests.java,True
dropwizard,54487077b0070810b60face2c2fdf38af507ede1,dropwizard-auth/src/test/java/io/dropwizard/auth/oauth/OAuthProviderTest.java,False
jabref,05f95b92d6478b5aaff0da6e95263c45e3880d70,src/test/java/net/sf/jabref/external/FindFullTextTest.java,False
jabref,4bbf1306e59c8d17a4c7cda4864e75cd8e3d57b1,src/test/java/net/sf/jabref/importer/fileformat/BibtexParserTest.java,True
azure-sdk-for-java,452e0072912f30ada82deabde49dec55d672f521,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/implementation/StatusLineTest.java,False
jabref,5ebbfd425aac057fb0c659221f24342f30b4779e,src/test/java/net/sf/jabref/util/CaseChangerTest.java,True
azure-sdk-for-java,08d28fd1a9f7e586866f38c08c4663f13582ba79,media/src/test/java/com/microsoft/windowsazure/services/media/AccessPolicyIntegrationTest.java,True
azure-sdk-for-java,c01d1da0648c8501d0e4aa24c617c7961d2771b1,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/implementation/ResourceLocationManagerTest.java,False
jsoup,e5cd584705f746893f75e85cf7acdb2d7a0db1af,src/test/java/org/jsoup/nodes/DocumentTest.java,False
azure-sdk-for-java,205a6d481baf43cfda80c3fab770538fb42bf281,azure/src/test/java/com/microsoft/azure/AzureTests.java,True
jabref,3d79857e090d8988d636d677d01972d510590619,src/test/java/org/jabref/model/entry/BibEntryTest.java,False
azure-sdk-for-java,482cb540630b98dae870c257b0b10b256fd87dca,microsoft-azure-api/src/test/java/com/microsoft/windowsazure/services/media/MediaConfigurationTest.java,False
azure-sdk-for-java,decfc6340c97f78e6cfc69b427f5d2ecb9d1665f,azure/src/test/java/com/microsoft/azure/management/AzureTests.java,True
jabref,a83a6729900646e1acc696c1317a5aaaa075d34c,src/test/java/net/sf/jabref/logic/l10n/LocalizationConsistencyTest.java,True
azure-sdk-for-java,905b92ed2ab39bc74bb43e8186c16982b3145180,media/src/test/java/com/microsoft/windowsazure/services/media/LocatorIntegrationTests.java,True
jabref,1ef372f6106003b8a5c975099b01ba7272e9b6f9,src/databaseTest/java/net/sf/jabref/shared/DBMSSynchronizerTest.java,False
azure-sdk-for-java,8887ea197963075de82cf1585bb8a6113fc521d1,runtimes/client-runtime/src/test/java/com/microsoft/rest/CredentialsTests.java,False
azure-sdk-for-java,f72fcc15361bebc437fbddbeb768bcf807421068,management-sql/src/test/java/com/microsoft/windowsazure/management/sql/DatabaseOperationsIntegrationTest.java,True
jabref,7f5bb178e7e1254fe4b18084c135df7b8d0ac9f2,src/test/java/net/sf/jabref/logic/exporter/BibtexDatabaseWriterTest.java,True
